agent_id,delta,kappa,initial_wealth,capacity,final_net,final_gross,net_return,gross_return,gross_return_comp,turnover,trade_count,num_lots_opened,mean_cash_weight,portfolio_vol,hhi,costs_paid,volume_mid,mean_portfolio_value,spread_cost,commission_cost,position_days_in_gain,position_days_in_loss,position_days_neutral,sells_from_gain,sells_from_loss,sells_from_neutral,sale_days,mean_holding_winners,mean_holding_losers,median_holding_winners,median_holding_losers,G_r_full,G_p_full,L_r_full,L_p_full,G_r_frac,G_p_frac,L_r_frac,L_p_frac,G_r,G_p,L_r,L_p,cell_A_rebote_bajo_agua_opp,cell_A_rebote_bajo_agua_sell,cell_B_ganadora_infraponderada_opp,cell_B_ganadora_infraponderada_sell,cell_C_perdedora_sobreponderada_opp,cell_C_perdedora_sobreponderada_sell
0,0.0,0.0,140907.54330700228,27,123844.40914394347,125009.271647934,-0.12109454016867294,-0.11282768321657499,-0.11357615616706662,2.8092225938111075,390,182,0.003167620706714178,0.16496551614998414,0.05852435093252106,1164.8625039906055,1549725.0079812119,137914.0452767389,774.862503990606,390.0,5750.0,7858.0,0.0,75.0,106.0,0.0,152,85.0577446656854,91.39707792554987,71.0,76.0,75.0,1734.0,106.0,2189.0,50.75,1758.25,73.5,2221.5,75.0,1734.0,106.0,2189.0,1535.0,21.0,2364.0,27.0,1721.0,20.0
1,0.0,0.0,112618.48431182439,18,75805.80473045135,76687.69293875844,-0.3268795509575855,-0.3190487919689876,-0.3206922009853942,3.006707664154151,285,139,0.004177279122088788,0.16453649428764994,0.07877708967192787,881.8882083072157,1193776.416614431,99259.43506635063,596.8882083072155,285.0,3120.0,5952.0,0.0,44.0,84.0,0.0,120,66.928319688594,99.03306920339914,71.51506805419922,87.0,44.0,703.0,84.0,1329.0,29.75,717.25,58.0,1355.0,44.0,703.0,84.0,1329.0,1229.0,19.0,1433.0,16.0,1758.0,25.0
2,0.0,0.0,152161.52829706145,17,125759.406531218,126897.55083220391,-0.17351377881996033,-0.16603393609148864,-0.16694527072184084,2.939925590808976,283,133,0.00568932114272794,0.169830904726181,0.08500982065826167,1138.1443009860577,1710288.6019721145,145436.38513496326,855.1443009860573,283.0,3428.0,5140.0,0.0,49.0,84.0,0.0,121,87.26879710135937,88.77721251877715,76.0,65.24137115478516,49.0,727.0,84.0,1197.0,32.0,744.0,51.0,1230.0,49.0,727.0,84.0,1197.0,1144.0,13.0,1532.0,20.0,1419.0,26.0
3,0.0,0.0,215478.23275612557,17,173907.3358317837,175327.67259881066,-0.19292388095363233,-0.1863323252829746,-0.18731789330623638,2.804922051579127,261,127,0.0034532975548314717,0.16709587738680365,0.08105700067630488,1420.3367670271134,2318673.534054229,206661.13811869142,1159.3367670271145,261.0,3658.0,4910.0,0.0,57.0,60.0,0.0,99,70.66432914388969,83.04985392291862,54.0,68.0,57.0,681.0,60.0,885.0,39.0,699.0,44.5,900.5,57.0,681.0,60.0,885.0,1044.0,12.0,1215.0,27.0,1269.0,16.0
4,0.0,0.0,59946.061784952435,22,45073.28625767286,45767.30879142278,-0.2481026290039443,-0.23652517899163783,-0.23822503125879746,3.093652933584391,360,167,0.004367773561578728,0.17635622991340666,0.061593738121762734,694.0225337499237,668045.0674998478,53985.13358169694,334.0225337499239,360.0,3968.0,7120.0,0.0,73.0,98.0,0.0,142,81.88064785203805,78.80748972730623,66.0,57.81834411621094,73.0,1046.0,98.0,1907.0,50.0,1069.0,72.75,1932.25,73.0,1046.0,98.0,1907.0,1550.0,15.0,2070.0,37.0,2414.0,25.0
5,0.0,0.0,37369.48962552017,9,28133.236412970844,28474.942682729587,-0.2471602717913961,-0.23801628098009575,-0.23955515608408928,2.938931581234729,137,69,0.0033727696698570403,0.18743236260747725,0.1376705035304114,341.70626975877803,409412.5395175567,34826.6477290321,204.70626975877838,137.0,1706.0,2830.0,0.0,25.0,34.0,0.0,57,93.8079337456721,99.30319508199003,91.0,66.38775634765625,25.0,166.0,34.0,288.0,17.25,173.75,24.0,298.0,25.0,166.0,34.0,288.0,584.0,4.0,478.0,8.0,891.0,11.0
6,0.0,0.0,24441.124067594537,15,23222.791250620485,23600.19538133542,-0.04984765895400811,-0.03440630160599156,-0.03498735735087566,2.8641178594303396,237,112,0.006048341358671427,0.1742587208980304,0.0970890482720388,377.4041307149596,280808.2614299188,24510.885655886585,140.40413071495942,237.0,3888.0,3672.0,0.0,49.0,61.0,0.0,101,90.69330325757497,81.82159366179131,65.46858978271484,44.15850830078125,49.0,710.0,61.0,695.0,31.75,727.25,43.0,713.0,49.0,710.0,61.0,695.0,631.0,9.0,1755.0,24.0,935.0,16.0
7,0.0,0.0,10571.340033349989,12,6978.556087648265,7212.766784174246,-0.33986078721972524,-0.3177055357769466,-0.3221896911510874,2.8476032797614614,184,85,0.007650925004294921,0.17234689908431078,0.12051911351471507,234.21069652598476,100421.3930519697,8816.308241187113,50.21069652598485,184.0,2487.0,3540.0,0.0,34.0,54.0,0.0,85,100.66829031243775,78.52828618722486,67.5,77.09754943847656,34.0,400.0,54.0,529.0,23.0,411.0,39.25,543.75,34.0,400.0,54.0,529.0,737.0,10.0,1037.0,19.0,1066.0,17.0
8,0.0,0.0,180467.3836815067,13,141277.914522934,142312.61713727564,-0.21715541256881765,-0.21142195207732128,-0.21228311402861544,2.5482763289920154,193,97,0.0041399577479432955,0.16226535692552022,0.1213971075717187,1034.702614341713,1683405.2286834277,165151.36226899183,841.7026143417139,193.0,2250.0,4302.0,0.0,33.0,50.0,0.0,81,70.77878378948128,83.15725506020026,54.0,67.5,33.0,377.0,50.0,593.0,18.75,391.25,34.5,608.5,33.0,377.0,50.0,593.0,888.0,9.0,1028.0,16.0,1285.0,14.0
9,0.0,0.0,34219.592245666354,13,30703.41945698362,31087.078983248284,-0.10275320534037125,-0.09154151340931826,-0.09208340446561747,2.9508888825965975,193,91,0.0044187317113683075,0.17250173435815255,0.10987708477542485,383.65952626468794,381319.0525293762,32305.43979292769,190.65952626468808,193.0,2975.0,3558.0,0.0,42.0,47.0,0.0,82,93.4862404030375,99.69349816079794,70.88516235351562,52.59758758544922,42.0,461.0,47.0,514.0,28.25,474.75,32.0,529.0,42.0,461.0,47.0,514.0,814.0,15.0,1423.0,21.0,1081.0,18.0
10,0.0,0.0,43325.315389476564,20,36959.97506511175,37586.09400903424,-0.14691965348995273,-0.13246808081716455,-0.1337906288667554,3.4284566239778935,344,162,0.003308125282974446,0.17345150712802573,0.07469088371902105,626.1189439224868,564237.8878449728,41143.723672833825,282.1189439224864,344.0,4204.0,5873.0,0.0,69.0,93.0,0.0,137,65.26012649070069,69.94276759172497,41.0,53.99947738647461,69.0,1093.0,93.0,1484.0,49.0,1113.0,67.0,1510.0,69.0,1093.0,93.0,1484.0,1177.0,15.0,1677.0,34.0,1118.0,26.0
11,0.0,0.0,18562.728625873664,11,15532.834670404818,15802.288726854835,-0.16322460003243422,-0.1487087353726213,-0.1501233496258646,2.5634125287045517,180,79,0.005573586764396787,0.16873747802335817,0.15568987503159407,269.4540564500219,178908.11290004358,17448.23656909182,89.4540564500218,180.0,2091.0,3422.0,0.0,37.0,53.0,0.0,84,65.91174882379694,86.26709836150447,57.0,66.0,37.0,316.0,53.0,516.0,23.25,329.75,32.25,536.75,37.0,316.0,53.0,516.0,662.0,12.0,1088.0,24.0,726.0,12.0
12,0.0,0.0,77240.3266486366,30,63057.47180414245,64114.978420134925,-0.18361981959257423,-0.16992869913935504,-0.17187227661178128,3.5566440314667616,526,239,0.0038787203626667413,0.1615327676051411,0.05372659167196354,1057.5066159924734,1063013.2319849464,74720.24347813065,531.5066159924733,526.0,6727.0,8393.0,0.0,115.0,142.0,0.0,212,78.69293097981357,74.64377716103776,61.0,58.158363342285156,115.0,2625.0,142.0,3478.0,83.5,2656.5,95.5,3524.5,115.0,2625.0,142.0,3478.0,1577.0,34.0,2818.0,51.0,1832.0,32.0
13,0.0,0.0,25275.32604071921,20,27600.483326803416,28094.116793493104,0.09199316686709857,0.11152341806522093,0.11239705022164981,3.2866968229454057,317,149,0.0038777321922994256,0.16421609334783904,0.07781597649432727,493.63346668969234,353266.93337938434,26870.97049179613,176.63346668969217,317.0,4767.0,5311.0,0.0,74.0,74.0,0.0,130,90.13649696297003,78.32023098305213,71.58970642089844,58.784725189208984,74.0,1120.0,74.0,1331.0,50.5,1143.5,50.0,1355.0,74.0,1120.0,74.0,1331.0,1068.0,22.0,2256.0,28.0,1357.0,25.0
14,0.0,0.0,87338.07668443971,5,53890.87286460138,54484.92918103824,-0.38296244993676787,-0.3761606478020215,-0.37776690745238783,3.4155700289451025,106,52,0.0073725563400039934,0.16690558167732403,0.24564430117416383,594.0563164368892,976112.6328737779,71445.80733243302,488.05631643688895,106.0,1048.0,1472.0,0.0,19.0,30.0,0.0,46,47.60028130535509,73.83227820284489,33.0,36.00956344604492,19.0,71.0,30.0,110.0,11.75,78.25,20.5,119.5,19.0,71.0,30.0,110.0,234.0,5.0,538.0,14.0,469.0,9.0
15,0.0,0.0,140477.39900347122,12,126508.03372944857,127562.4942933381,-0.09944208373104535,-0.09193581887015145,-0.09279603185544083,3.046407839528913,186,92,0.005342312827396563,0.16860662733196505,0.12453528175998949,1054.4605638896874,1736921.1277793758,142538.45998899214,868.4605638896879,186.0,2463.0,3585.0,0.0,39.0,43.0,0.0,79,68.68525073081263,91.53171446094542,46.0,59.138694763183594,39.0,385.0,43.0,481.0,29.5,394.5,29.5,494.5,39.0,385.0,43.0,481.0,688.0,13.0,995.0,14.0,1083.0,13.0
16,0.0,0.0,167812.86075974128,17,147039.33127078024,148330.01925473256,-0.12378985373893736,-0.11609861971724822,-0.11655465617071536,3.2174333237685158,284,132,0.004688998108404466,0.1612513231399176,0.0892946404464342,1290.6879839524104,2013375.9679048213,156442.7111069542,1006.6879839524106,284.0,3266.0,5302.0,0.0,50.0,85.0,0.0,117,72.70952489336851,95.07751579280459,49.58856964111328,75.51062774658203,50.0,733.0,85.0,1121.0,34.75,748.25,57.25,1148.75,50.0,733.0,85.0,1121.0,1066.0,16.0,1322.0,21.0,1527.0,19.0
17,0.0,0.0,157505.9902934854,17,134565.99070852538,135710.8097943003,-0.14564525160100428,-0.13837683543701118,-0.1391697051692019,2.88363084599143,270,128,0.0027142325092043363,0.15965881762035228,0.08967811377756287,1144.819085774981,1749638.171549964,151687.08002119596,874.819085774982,270.0,3268.0,5300.0,0.0,53.0,72.0,0.0,112,73.63631558996097,88.6868020137928,72.14087677001953,75.49009704589844,53.0,766.0,72.0,1013.0,36.25,782.75,48.5,1036.5,53.0,766.0,72.0,1013.0,1053.0,15.0,1226.0,28.0,1442.0,15.0
18,0.0,0.0,422682.8956754334,7,296985.88658634055,299519.8626569505,-0.29737898167900345,-0.2913840003430288,-0.2924458887399001,3.3436573985781166,124,59,0.007740769219197954,0.1654956261346242,0.1768943702435441,2533.9760706100965,4819952.141220192,360380.23387727066,2409.9760706100965,124.0,1118.0,2410.0,0.0,18.0,40.0,0.0,57,68.19234311865102,97.67232403142776,58.862098693847656,61.57944107055664,18.0,107.0,40.0,234.0,14.25,110.75,27.25,246.75,18.0,107.0,40.0,234.0,452.0,11.0,348.0,7.0,560.0,10.0
19,0.0,0.0,482018.70312970784,7,440299.8572187451,444505.1655645116,-0.08655026379699726,-0.07782589621859881,-0.07849264850975413,4.151076333924732,162,82,0.010755995213697665,0.186129099736084,0.21347131630964275,4205.30834576698,8086616.691533957,487019.2716914143,4043.3083457669786,162.0,1566.0,1962.0,0.0,29.0,44.0,0.0,69,53.08374965089193,52.54104296427474,50.0,45.618072509765625,29.0,170.0,44.0,240.0,19.25,179.75,31.75,252.25,29.0,170.0,44.0,240.0,302.0,6.0,887.0,15.0,596.0,15.0
20,0.0,0.0,39181.77497510054,20,33431.80919121105,33967.772893906345,-0.1467510287000401,-0.13307212561216586,-0.1345011535786842,3.0025989077185904,308,148,0.003432410201996984,0.16676325313075496,0.06283444239067656,535.9637026953123,455927.4053906243,37961.06468121672,227.96370269531215,308.0,4114.0,5966.0,0.0,59.0,81.0,0.0,127,84.30999884066641,84.34792425092404,68.0,72.0,59.0,973.0,81.0,1427.0,44.75,987.25,56.0,1452.0,59.0,973.0,81.0,1427.0,1236.0,22.0,1509.0,26.0,1473.0,25.0
21,0.0,0.0,37420.03119965289,7,33665.10591939037,33926.850581632774,-0.10034532735230195,-0.09335055332750553,-0.0938365871952046,2.299134995005562,92,45,0.005951361232575192,0.17423375868924285,0.1836105153043237,261.74466224241485,339489.3244848297,36914.89682231647,169.74466224241485,92.0,1684.0,1844.0,0.0,19.0,21.0,0.0,37,116.76504477069913,117.9978570562153,117.21634674072266,92.0,19.0,98.0,21.0,121.0,12.5,104.5,15.0,127.0,19.0,98.0,21.0,121.0,401.0,6.0,656.0,6.0,377.0,3.0
22,0.0,0.0,111474.24515535294,12,109965.41833807356,110780.54750917011,-0.013535205510265103,-0.0062229409601839425,-0.006520944523998984,2.7536549462679396,183,88,0.004311157384211183,0.17666797577442714,0.11332644773742849,815.1291710965645,1264258.3421931292,114780.02571696512,632.1291710965646,183.0,2565.0,3483.0,0.0,41.0,42.0,0.0,75,92.46046606989714,82.66688589775475,85.85372924804688,78.0,41.0,379.0,42.0,438.0,26.5,393.5,30.75,449.25,41.0,379.0,42.0,438.0,703.0,10.0,1076.0,20.0,907.0,8.0
23,0.0,0.0,160067.57429534668,11,159235.71604068176,160475.85520225696,-0.005196919228188213,0.0025506784163351615,0.0023795632307017645,3.199922519186652,195,94,0.010799805622277186,0.16059965028070766,0.1205690809795511,1240.139161575299,2090278.323150599,163306.94810712952,1045.1391615752996,195.0,2692.0,2852.0,0.0,51.0,39.0,0.0,79,75.24275319731483,84.74716237270255,62.60334014892578,93.27261352539062,51.0,384.0,39.0,395.0,32.5,402.5,27.25,406.75,51.0,384.0,39.0,395.0,572.0,8.0,1119.0,27.0,781.0,14.0
24,0.0,0.0,24821.167379396782,7,22649.815527606857,22918.873199424972,-0.08747984406214071,-0.07663999645523689,-0.07676272778339421,3.473074104706805,110,55,0.0026736880251948913,0.17948851276947206,0.18546073940186375,269.05767181812956,318115.34363625915,22898.68672864916,159.05767181812956,110.0,1495.0,2033.0,0.0,17.0,31.0,0.0,47,71.09965758884152,74.27022341763588,40.0,69.76678466796875,17.0,124.0,31.0,157.0,14.25,126.75,21.75,166.25,17.0,124.0,31.0,157.0,502.0,8.0,529.0,5.0,559.0,13.0
25,0.0,0.0,102059.02082539257,19,86406.2384740115,87289.99134267334,-0.15336990522533622,-0.1447106719550718,-0.1453729042197237,3.010798517485256,314,138,0.0037122432669870965,0.16670385641432076,0.07680276528131834,883.7528686619276,1139505.7373238544,94618.2325640655,569.7528686619272,314.0,3937.0,5635.0,0.0,59.0,98.0,0.0,135,84.1641599532884,84.98763169350433,81.0,71.0,59.0,995.0,98.0,1412.0,39.75,1014.25,64.25,1445.75,59.0,995.0,98.0,1412.0,1142.0,22.0,1399.0,21.0,1274.0,23.0
26,0.0,0.0,432911.6056750239,15,368833.730019629,371627.3874762077,-0.1480160726009656,-0.14156289042715287,-0.1421663323844664,3.105116340050337,254,120,0.00588802886131098,0.16549932077424548,0.09067542646427654,2793.6574565788846,5079314.913157767,408947.23070790205,2539.6574565788833,254.0,3226.0,4334.0,0.0,44.0,75.0,0.0,112,74.1203671710694,81.7490193707463,58.5,67.0,44.0,677.0,75.0,884.0,29.0,692.0,50.25,908.75,44.0,677.0,75.0,884.0,861.0,16.0,1029.0,20.0,986.0,19.0
27,0.0,0.0,103556.6266512794,25,77395.08819727771,78351.83497031347,-0.25263026906138086,-0.24339139363665752,-0.24503024956382902,3.0823979945799103,367,174,0.0020890491240277025,0.158497249393412,0.05843721212859144,956.7467730359301,1179493.5460718595,95663.63170378075,589.7467730359298,367.0,4692.0,7908.0,0.0,63.0,105.0,0.0,136,71.24802620561208,98.34800437842463,60.19629669189453,74.45982360839844,63.0,1235.0,105.0,1997.0,49.25,1248.75,75.5,2026.5,63.0,1235.0,105.0,1997.0,1571.0,16.0,2368.0,29.0,2302.0,28.0
28,0.0,0.0,118967.95776641576,15,103825.49195255183,104771.0995505275,-0.1272818841153428,-0.11933346156754798,-0.11998793984032308,3.0962335530509137,242,113,0.002372535943734071,0.1790358884918227,0.12751166091987504,945.6075979757484,1407215.1959514979,113623.14662639711,703.607597975749,242.0,2862.0,4698.0,0.0,35.0,79.0,0.0,95,90.43798757268105,100.58147975954245,92.0,84.08909606933594,35.0,503.0,79.0,808.0,23.25,514.75,50.25,836.75,35.0,503.0,79.0,808.0,963.0,13.0,1388.0,20.0,850.0,13.0
29,0.0,0.0,19185.93338159579,7,18188.017452064563,18449.16547169719,-0.05201289453493485,-0.03840146294917035,-0.03879082871903883,3.3795642378758983,134,69,0.004412299360620815,0.16980633648952165,0.17633232799684673,261.1480196326348,254296.03926526985,18811.303866877992,127.14801963263493,134.0,1766.0,1762.0,0.0,32.0,26.0,0.0,56,65.64982750545137,72.31066744147022,53.19545364379883,55.0,32.0,164.0,26.0,170.0,24.0,172.0,18.75,177.25,32.0,164.0,26.0,170.0,322.0,5.0,829.0,16.0,731.0,9.0
30,0.0,0.0,114894.41192055476,13,86051.62841020884,86869.94017842814,-0.2510373048455101,-0.24391501095374868,-0.2452218200736641,2.812974931810372,215,107,0.003803727738055945,0.1663257779317116,0.10277609321095589,818.3117682193679,1206623.536438736,107237.31686991769,603.311768219368,215.0,2848.0,3704.0,0.0,32.0,63.0,0.0,91,90.07081050112373,81.56482364312198,92.6246337890625,68.0,32.0,482.0,63.0,606.0,22.0,492.0,42.5,626.5,32.0,482.0,63.0,606.0,730.0,13.0,1336.0,15.0,1103.0,17.0
31,0.0,0.0,131066.63718518941,16,109780.16029712594,110814.73166236402,-0.16240957535201683,-0.15451609927407106,-0.15535676119673347,3.1285487772595837,258,126,0.005285671102190634,0.16694395174848362,0.09238020959964979,1034.5713652381837,1553142.7304763682,124110.47749723961,776.5713652381842,258.0,3523.0,4541.0,0.0,46.0,70.0,0.0,103,83.84567013340006,82.34579170475968,52.55488586425781,55.0,46.0,642.0,70.0,890.0,33.5,654.5,48.75,911.25,46.0,642.0,70.0,890.0,871.0,13.0,1609.0,24.0,1300.0,22.0
32,0.0,0.0,364785.3269466474,11,271743.86332110193,273767.6358783788,-0.255058130776059,-0.2495102854879374,-0.25023802663396544,2.957049380602088,181,90,0.004090922152088752,0.17601906448520718,0.10665885290293116,2023.7725572772795,3685545.114554559,311589.7504731677,1842.7725572772795,181.0,2406.0,3138.0,0.0,30.0,50.0,0.0,75,64.0318191272394,86.47626003252942,36.5,61.544517517089844,30.0,307.0,50.0,438.0,19.75,317.25,37.5,450.5,30.0,307.0,50.0,438.0,656.0,6.0,768.0,13.0,544.0,13.0
33,0.0,0.0,260918.16926777372,29,209166.14790022795,211038.89428122918,-0.19834579367462135,-0.19116826983158353,-0.19213390024214605,2.915630889441258,448,206,0.0044361758390196945,0.16198207241811377,0.05454231222233661,1872.7463810012036,2849492.762002408,244329.0037433781,1424.746381001204,448.0,5903.0,8713.0,0.0,84.0,129.0,0.0,175,88.49948452634938,101.84592678587622,64.0,68.38605499267578,84.0,1934.0,129.0,2928.0,58.75,1959.25,85.75,2971.25,84.0,1934.0,129.0,2928.0,1725.0,20.0,3054.0,45.0,2126.0,34.0
34,0.0,0.0,32210.453974107437,15,25369.990347147294,25850.386476252923,-0.21236781178119657,-0.19745351937501698,-0.19940339115074057,3.530949268470017,271,129,0.004485868173726215,0.16304965182176168,0.11115966446314801,480.396129105637,418792.2582112742,29651.53464189671,209.39612910563713,271.0,3073.0,4487.0,0.0,44.0,83.0,0.0,113,58.496825412522846,78.03883999376377,49.78491973876953,62.80465316772461,44.0,610.0,83.0,958.0,33.0,621.0,53.75,987.25,44.0,610.0,83.0,958.0,825.0,18.0,1639.0,24.0,1153.0,26.0
35,0.0,0.0,20979.22866918174,14,18956.01516902143,19331.524106727094,-0.09643888877251183,-0.0785398066076235,-0.07972746855151136,3.440072348455026,234,110,0.004181092845844024,0.1709490307236136,0.10081928142045919,375.5089377056799,283017.8754113599,20567.726979526047,141.50893770567995,234.0,3444.0,3612.0,0.0,50.0,60.0,0.0,99,76.92860023382549,66.6464965155637,57.732139587402344,51.86671447753906,50.0,643.0,60.0,633.0,36.5,656.5,45.25,647.75,50.0,643.0,60.0,633.0,625.0,13.0,1529.0,20.0,988.0,17.0
36,0.0,0.0,146282.434791552,8,128744.58457010028,129559.86704734122,-0.11989033574976116,-0.11431699074492385,-0.1148923728901593,2.362622699020156,118,57,0.009862132027961216,0.1977656600556907,0.1835335561412755,815.2824772410152,1394564.9544820294,147565.34708868174,697.2824772410147,118.0,2092.0,1940.0,0.0,26.0,27.0,0.0,49,138.727253423626,99.69265963933333,108.29612731933594,75.0,26.0,177.0,27.0,162.0,14.25,188.75,17.75,171.25,26.0,177.0,27.0,162.0,353.0,7.0,943.0,11.0,605.0,9.0
37,0.0,0.0,25682.322863785914,24,18628.350198223823,19086.60896425923,-0.27466256471328554,-0.25681921119476137,-0.26052896677368076,2.595568852949221,334,153,0.004477303954495222,0.1703729223889534,0.0612724058243733,458.2587660354165,248517.53207083335,23936.711579472714,124.25876603541667,334.0,4882.0,7197.0,0.0,65.0,92.0,0.0,136,89.28653372350009,96.19231992211422,78.0,56.441871643066406,65.0,1300.0,92.0,1801.0,42.75,1322.25,66.0,1827.0,65.0,1300.0,92.0,1801.0,1401.0,19.0,2091.0,35.0,2012.0,27.0
38,0.0,0.0,351326.16605658096,8,325166.1320761001,327737.4405668684,-0.074460818771659,-0.06714195459587147,-0.0675903016146977,3.4796227449011723,147,73,0.006227159902748811,0.18963301300933325,0.2159336266369596,2571.308490768757,4848616.981537515,348357.94976929494,2424.3084907687576,147.0,1600.0,2432.0,0.0,25.0,41.0,0.0,63,63.4852798559608,91.00854855147001,63.0,83.0,25.0,159.0,41.0,279.0,18.5,165.5,26.25,293.75,25.0,159.0,41.0,279.0,475.0,14.0,755.0,15.0,485.0,15.0
39,0.0,0.0,48919.79029130976,8,41379.20975474794,41843.42240040114,-0.15414171834463775,-0.1446524575998781,-0.14548078497953665,3.579999219771278,135,68,0.004602060344775892,0.16735027586628773,0.17928234452693578,464.212645653222,658425.291306444,45979.42980477172,329.212645653222,135.0,1617.0,2415.0,0.0,21.0,38.0,0.0,58,69.48709202068771,71.83974032927267,69.12952423095703,58.51971435546875,21.0,160.0,38.0,245.0,15.25,165.75,27.0,256.0,21.0,160.0,38.0,245.0,426.0,8.0,663.0,8.0,528.0,12.0
40,0.0,0.0,35264.97984781847,17,26043.90255234959,26511.041530607294,-0.2614797267788401,-0.24823318643559933,-0.25015509087765164,3.10976020272851,272,125,0.004255195459806689,0.16702632037833945,0.08566655113566193,467.138978257744,390277.95651548804,31375.245282020245,195.13897825774401,272.0,3221.0,5335.0,0.0,48.0,82.0,0.0,113,97.74508764221862,82.51207522636147,83.69160461425781,61.0,48.0,691.0,82.0,1097.0,37.25,701.75,54.75,1124.25,48.0,691.0,82.0,1097.0,1127.0,16.0,1623.0,22.0,1477.0,23.0
41,0.0,0.0,42408.55191773539,21,34739.40531893868,35342.882167248994,-0.18083962436806167,-0.16660954998398592,-0.1686199825150807,3.3137770062423053,332,158,0.0037834985278192724,0.1594125100843491,0.06510940493497169,603.4768483103434,542953.6966206869,40961.84622546278,271.4768483103435,332.0,4496.0,6088.0,0.0,74.0,79.0,0.0,132,74.57748402717226,75.7580144093275,60.6357421875,62.0,74.0,1157.0,79.0,1462.0,53.0,1178.0,54.75,1486.25,74.0,1157.0,79.0,1462.0,1146.0,16.0,1853.0,32.0,1813.0,26.0
42,0.0,0.0,265007.9717020404,13,234618.60591723653,236398.5235052186,-0.11467340242493507,-0.1079569343256912,-0.10853236499734142,3.0012401279551617,227,110,0.006909109854916982,0.16716475380135465,0.10362961362810828,1779.9175879822444,3105835.17596449,258712.6523995093,1552.917587982245,227.0,3048.0,3504.0,0.0,56.0,48.0,0.0,97,92.70500248159651,88.24540572713975,65.8650894165039,78.66887664794922,56.0,545.0,48.0,612.0,36.5,564.5,31.75,628.25,56.0,545.0,48.0,612.0,688.0,7.0,1199.0,24.0,900.0,13.0
43,0.0,0.0,11879.733693145052,25,9706.52867003984,10100.00112890999,-0.1829338164675538,-0.14981249666076435,-0.1534310792108725,2.7473154767175205,332,140,0.005915580185358715,0.15738439684678443,0.057616945369592755,393.4724588701575,122944.91774031473,11187.732059006992,61.47245887015737,332.0,5771.0,6660.0,0.0,74.0,93.0,0.0,153,82.12017551697356,93.8789312277287,60.5,72.0,74.0,1589.0,93.0,2011.0,52.75,1610.25,67.25,2036.75,74.0,1589.0,93.0,2011.0,1280.0,17.0,2749.0,38.0,1411.0,14.0
44,0.0,0.0,267985.23735564755,21,221173.08939473017,223064.90372975802,-0.17468181614344758,-0.16762241856731463,-0.1683082684266386,3.144958600200021,326,155,0.004860018141084287,0.1634105455271274,0.07244452871164501,1891.8143350278824,3131628.6700557647,248940.37316235193,1565.8143350278824,326.0,4623.0,5961.0,0.0,60.0,90.0,0.0,135,81.19800122625026,89.60911705957479,63.54151153564453,69.69117736816406,60.0,1175.0,90.0,1510.0,40.75,1194.25,61.0,1539.0,60.0,1175.0,90.0,1510.0,1248.0,17.0,2092.0,22.0,1471.0,27.0
45,0.0,0.0,61095.18643170281,24,50519.45448774862,51216.14738313746,-0.17310253985028112,-0.16169913909026112,-0.16300530125586932,2.8938114388647715,359,161,0.0053750197926948325,0.15459291741057182,0.06322331550949241,696.6928953888757,675385.7907777518,58347.425622408766,337.6928953888759,359.0,5275.0,6802.0,0.0,79.0,95.0,0.0,152,81.36996151230684,97.52192119520144,74.2797622680664,76.95622253417969,79.0,1546.0,95.0,1926.0,54.0,1571.0,57.5,1963.5,79.0,1546.0,95.0,1926.0,1413.0,23.0,2352.0,44.0,2025.0,30.0
46,0.0,0.0,261659.81037910894,22,176248.85258957036,178004.26384913802,-0.3264198566290707,-0.3197111027817592,-0.3209726433152278,3.1302100387255183,361,165,0.00414757270847828,0.16559081057080194,0.06168416594692963,1755.4112595678484,2788822.5191356963,222734.45588584052,1394.4112595678482,361.0,4016.0,7072.0,0.0,67.0,107.0,0.0,142,80.4030781115382,88.95192256149649,69.0,83.0,67.0,1019.0,107.0,1931.0,48.75,1037.25,72.0,1966.0,67.0,1019.0,107.0,1931.0,1523.0,22.0,1910.0,34.0,2477.0,39.0
47,0.0,0.0,302968.7501712936,21,247702.56312976906,249810.6378189266,-0.1824154702763171,-0.1754574104501282,-0.17624502740819703,3.1028257024258243,349,165,0.0032862199639448297,0.16772511082608865,0.06547421854944188,2108.074689157516,3518149.378315031,283463.3424272351,1759.0746891575156,349.0,3911.0,6673.0,0.0,54.0,109.0,0.0,141,73.74288930133798,80.63881124834428,59.5,58.36974334716797,54.0,1048.0,109.0,1750.0,39.75,1062.25,69.0,1790.0,54.0,1048.0,109.0,1750.0,1394.0,24.0,1440.0,20.0,1650.0,30.0
48,0.0,0.0,278037.7306043238,29,230870.29728128648,233027.9716323874,-0.16964400198677143,-0.1618836367068105,-0.16260986504812314,3.2738964079071335,479,216,0.004003244570592715,0.16054517967088586,0.04951217179369821,2157.674351100803,3357348.7022016016,256372.5515331604,1678.6743511008008,479.0,6343.0,8273.0,0.0,97.0,137.0,0.0,192,72.05231314150149,83.85198496656065,54.0,67.137451171875,97.0,2234.0,137.0,3100.0,68.75,2262.25,93.25,3143.75,97.0,2234.0,137.0,3100.0,1576.0,19.0,2726.0,36.0,2288.0,32.0
