agent_id,delta,kappa,initial_wealth,capacity,final_net,final_gross,net_return,gross_return,gross_return_comp,turnover,trade_count,num_lots_opened,mean_cash_weight,portfolio_vol,hhi,costs_paid,volume_mid,mean_portfolio_value,spread_cost,commission_cost,position_days_in_gain,position_days_in_loss,position_days_neutral,sells_from_gain,sells_from_loss,sells_from_neutral,sale_days,mean_holding_winners,mean_holding_losers,median_holding_winners,median_holding_losers,G_r_full,G_p_full,L_r_full,L_p_full,G_r_frac,G_p_frac,L_r_frac,L_p_frac,G_r,G_p,L_r,L_p,cell_A_rebote_bajo_agua_opp,cell_A_rebote_bajo_agua_sell,cell_B_ganadora_infraponderada_opp,cell_B_ganadora_infraponderada_sell,cell_C_perdedora_sobreponderada_opp,cell_C_perdedora_sobreponderada_sell
10,0.0,0.0,111098.55738206625,12,230707.78825480636,230976.12253854546,1.0766047164897539,1.079019997930505,1.0798735140732787,0.6419934876840789,53,25,0.007751245873688661,0.18766834155909587,0.08242322045833561,268.33428373913455,430668.5674782688,167707.529647948,215.3342837391344,53.0,5493.0,555.0,0.0,16.0,0.0,0.0,15,255.4955152264599,,229.5,,16.0,161.0,0.0,3.0,2.467561059714386,174.53243894028563,0.0,3.0,16.0,161.0,0.0,3.0,87.0,0.0,76.0,0.0,0.0,0.0
11,0.0,0.0,24168.84638959103,21,44494.02120682197,44673.220535906374,0.8409658652960998,0.848380341196016,0.8513861744272981,0.7380487456621966,131,55,0.00651028864367554,0.16069532620061605,0.047221759383446416,179.19932908440663,96398.65816881336,32653.215229815873,48.19932908440668,131.0,8787.0,1797.0,0.0,47.0,8.0,0.0,54,218.33441351223487,75.09950884903037,234.4794464111328,76.86023712158203,47.0,856.0,8.0,223.0,6.638136971158709,896.3618630288413,1.3152450469226662,229.68475495307732,47.0,856.0,8.0,223.0,387.0,1.0,93.0,0.0,8.0,8.0
12,0.0,0.0,87488.5194679242,6,184077.9085182619,184279.20475234426,1.1040235866118424,1.106324416884278,1.1072031035980432,0.6559488085886649,31,15,0.009951614107665365,0.18567026044772736,0.16421589813052806,201.29623408240516,340592.4681648103,129809.08864581477,170.29623408240516,31.0,2679.0,345.0,0.0,10.0,0.0,0.0,10,234.24597347225176,,241.42478942871094,,10.0,43.0,0.0,7.0,1.3695873268758751,51.63041267312412,0.0,7.0,10.0,43.0,0.0,7.0,73.0,0.0,6.0,0.0,0.0,0.0
13,0.0,0.0,408818.1431186576,10,837566.0758463225,838405.6435329275,1.0487497679456528,1.0508034138044215,1.0515576301450902,0.6439902684398114,54,27,0.004104915036401763,0.1805892171937906,0.09962717774540132,839.5676866050426,1571135.373210085,609922.0167629467,785.5676866050426,54.0,4303.0,737.0,0.0,17.0,0.0,0.0,17,221.75980678850976,,218.0,,17.0,122.0,0.0,31.0,2.3539747454720974,136.6460252545279,0.0,31.0,17.0,122.0,0.0,31.0,178.0,0.0,70.0,0.0,0.0,0.0
14,0.0,0.0,16665.409167277685,11,30378.8394902962,30478.217102303377,0.8228679047343559,0.8288310113709636,0.830983859485332,0.705066735141043,67,31,0.009225086728975295,0.1671283988869779,0.08964073914772498,99.37761200718867,64755.224014377396,22960.671943140114,32.3776120071887,67.0,4606.0,938.0,0.0,23.0,2.0,0.0,24,206.45038824404008,87.24638376253077,201.61642456054688,87.24638366699219,23.0,196.0,2.0,43.0,3.2842526996440236,215.715747300356,0.3659796984034561,44.63402030159655,23.0,196.0,2.0,43.0,211.0,0.0,54.0,0.0,2.0,2.0
15,0.0,0.0,367724.80453343963,27,724283.9580237217,725257.2187200094,0.9696358502186866,0.9722825596173701,0.9733255937966765,0.77405864339949,170,72,0.008138768086263154,0.16812160304283774,0.03659656633764895,973.2606962876067,1606521.392575213,518862.94606818655,803.2606962876065,170.0,11606.0,2002.0,0.0,58.0,13.0,0.0,63,206.62262507878114,74.24793167361246,199.0069580078125,73.12937927246094,58.0,1373.0,13.0,257.0,8.485085164431524,1422.514914835568,3.056185258491584,266.94381474150845,58.0,1373.0,13.0,257.0,406.0,0.0,56.0,0.0,13.0,13.0
16,0.0,0.0,42450.07658328943,12,80705.10575983276,80833.52617826745,0.9011769178198021,0.9042021283440451,0.9054103327579364,0.6137253276002171,55,27,0.005480668503489566,0.1762554268450333,0.08275949565714787,128.42041843468485,146840.83686936967,59815.37271874752,73.42041843468483,55.0,5204.0,844.0,0.0,16.0,0.0,0.0,15,209.04882790348114,,152.0,,16.0,130.0,0.0,34.0,2.188612979105491,143.81138702089453,0.0,34.0,16.0,130.0,0.0,34.0,182.0,0.0,24.0,0.0,0.0,0.0
17,0.0,0.0,89124.07923699658,27,186232.1298665703,186596.7449575659,1.0895826521960057,1.0936737473760867,1.0955401221680328,0.7932707886123731,156,65,0.010257531072375392,0.17989313925619593,0.036450289655706306,364.61509099568383,417230.18199136783,131490.46579705988,208.61509099568391,156.0,12112.0,1496.0,0.0,57.0,7.0,0.0,62,193.93542264865926,68.47732142855017,159.03900146484375,70.81641387939453,57.0,1459.0,7.0,151.0,9.760329107971641,1506.2396708920282,2.3065781355279777,155.69342186447201,57.0,1459.0,7.0,151.0,286.0,2.0,76.0,0.0,7.0,7.0
18,0.0,0.0,355665.89131231705,6,650662.6364820745,651219.370023405,0.8294209604449114,0.8309862877785958,0.8314540313090573,0.5427641703534941,17,8,0.011025668471520436,0.1735536317048832,0.16367482513204196,556.7335413304544,1079467.0826609088,497208.15301693004,539.7335413304544,17.0,2800.0,224.0,0.0,3.0,0.0,0.0,3,200.33333333333334,,229.0,,3.0,10.0,0.0,5.0,0.39943377267613245,12.600566227323867,0.0,5.0,3.0,10.0,0.0,5.0,37.0,0.0,12.0,0.0,0.0,0.0
19,0.0,0.0,64372.771334706435,30,129781.46635059878,130117.32925842442,1.0160925754741803,1.0213100439917202,1.0235927974056929,0.7861101453797854,190,79,0.007008027275164314,0.17586167579900627,0.03300895501251465,335.86290782560695,291725.81565121375,92775.10835020302,145.86290782560687,190.0,12982.0,2138.0,0.0,70.0,11.0,0.0,75,220.7938380052544,68.6260921045682,198.5494384765625,53.106815338134766,70.0,1867.0,11.0,302.0,10.698146322208494,1926.3018536777915,2.5499677369908755,310.4500322630091,70.0,1867.0,11.0,302.0,518.0,4.0,69.0,0.0,11.0,11.0
20,0.0,0.0,195722.8529977233,16,390274.7154741717,390747.52753917867,0.9940170986507715,0.9964328209732563,0.9973453770273331,0.6936417994630528,89,40,0.006893956221798229,0.17149576479546022,0.06192530911634362,472.81206500704405,767624.1300140882,276664.45801287674,383.8120650070441,89.0,7054.0,1010.0,0.0,31.0,2.0,0.0,33,237.2783556257057,84.3027728331347,236.95358276367188,84.30277252197266,31.0,443.0,2.0,52.0,4.496164654876388,469.50383534512355,0.26773766660161535,53.73226233339838,31.0,443.0,2.0,52.0,211.0,0.0,59.0,0.0,2.0,2.0
21,0.0,0.0,194193.8059206552,27,459506.9739718762,460137.9593245783,1.3662287877483803,1.3694780435612044,1.3710441187050422,0.7745084547337171,162,68,0.008184034589802052,0.1861004359538775,0.03659194418194695,630.9853527022749,937970.7054045493,302763.22345862316,468.9853527022746,162.0,12317.0,1291.0,0.0,61.0,6.0,0.0,64,220.7898599680595,65.76726204018432,223.32765197753906,61.859642028808594,61.0,1536.0,6.0,125.0,9.817502673985418,1587.182497326015,0.9875586754801214,130.01244132451987,61.0,1536.0,6.0,125.0,300.0,1.0,71.0,0.0,6.0,6.0
22,0.0,0.0,121126.1727411217,8,218936.19862921908,219188.9748479019,0.8075052953018089,0.8095921788626645,0.8102351438345836,0.6352388489008596,41,20,0.007677569829908034,0.1616661153042631,0.12369890396007611,252.77621868281562,423552.4373656312,166690.2292336556,211.77621868281562,41.0,3647.0,385.0,0.0,13.0,0.0,0.0,13,234.63000551523632,,206.0,,13.0,83.0,0.0,8.0,1.757133875850342,94.24286612414966,0.0,8.0,13.0,83.0,0.0,8.0,79.0,0.0,16.0,0.0,0.0,0.0
23,0.0,0.0,244450.7126857697,18,498666.6246741867,499324.2735702846,1.039947518235302,1.042637831095806,1.0436203579809895,0.7846608439742798,109,45,0.011023483712175462,0.18041546844918713,0.054571249282569734,657.6488960979364,1097297.7921958724,349608.9427115088,548.6488960979362,109.0,7800.0,1272.0,0.0,42.0,4.0,0.0,45,226.64033122813146,118.37951809668567,226.13365173339844,99.83321380615234,42.0,675.0,4.0,89.0,6.593670381347306,710.4063296186528,0.8670625019088752,92.13293749809112,42.0,675.0,4.0,89.0,279.0,1.0,21.0,0.0,4.0,4.0
