agent_id,delta,kappa,initial_wealth,capacity,final_net,final_gross,net_return,gross_return,gross_return_comp,turnover,trade_count,num_lots_opened,mean_cash_weight,portfolio_vol,hhi,costs_paid,volume_mid,mean_portfolio_value,spread_cost,commission_cost,position_days_in_gain,position_days_in_loss,position_days_neutral,sells_from_gain,sells_from_loss,sells_from_neutral,sale_days,mean_holding_winners,mean_holding_losers,median_holding_winners,median_holding_losers,G_r_full,G_p_full,L_r_full,L_p_full,G_r_frac,G_p_frac,L_r_frac,L_p_frac,G_r,G_p,L_r,L_p,cell_A_rebote_bajo_agua_opp,cell_A_rebote_bajo_agua_sell,cell_B_ganadora_infraponderada_opp,cell_B_ganadora_infraponderada_sell,cell_C_perdedora_sobreponderada_opp,cell_C_perdedora_sobreponderada_sell
237,0.8722891865046297,0.0,36607.60980523573,13,27713.365107438716,27950.66567460561,-0.24296163407327753,-0.23647935980217905,-0.23739606068761765,1.799895277397753,125,63,0.003944438257247615,0.18872699656461733,0.09830579948718342,237.3005671669033,224601.1343338064,31196.416974121064,112.3005671669032,125.0,1424.0,5128.0,0.0,40.0,9.0,0.0,48,85.59589384831439,164.7566465097186,38.0,101.0,40.0,142.0,9.0,433.0,27.0,155.0,6.0,436.0,40.0,142.0,9.0,433.0,1294.0,2.0,582.0,17.0,1421.0,5.0
238,0.787693262050437,0.0,11944.211756953679,23,9616.838300684743,9815.79838035849,-0.19485366666527704,-0.17819621921522522,-0.1802443219785247,1.5877847237585394,165,69,0.006809469995444478,0.16996205957587177,0.06419282073057408,198.96007967374862,67920.15934749739,10694.170048871543,33.960079673748695,165.0,1894.0,9597.0,0.0,46.0,27.0,0.0,65,87.79624229350007,162.5190269315012,52.5,134.0,46.0,371.0,27.0,1043.0,32.75,384.25,16.0,1054.0,46.0,371.0,27.0,1043.0,2473.0,6.0,651.0,14.0,3069.0,8.0
239,0.8750713497688858,0.0,169973.29276610079,14,138469.85057875022,139019.7011709185,-0.18534348352421615,-0.18210856006524112,-0.18245428505622108,1.5223487509548153,107,52,0.0015383371456351902,0.18960845091762682,0.11199869694006033,549.8505921683346,885701.184336669,145449.78339903362,442.8505921683345,107.0,1164.0,5892.0,0.0,29.0,12.0,0.0,38,85.322350755673,147.32137014085401,57.0,89.5,29.0,140.0,12.0,351.0,18.75,150.25,7.25,355.75,29.0,140.0,12.0,351.0,1519.0,1.0,319.0,10.0,1497.0,2.0
240,0.822511461605665,0.0,12917.29143248016,30,9843.738767473978,10109.039654925655,-0.2379409554295432,-0.2174025253075298,-0.22027906716381285,1.8002909218778955,225,93,0.004038119523350961,0.17698419354320769,0.04444851499450426,265.3008874516752,80601.77490335041,11192.881928671028,40.3008874516752,225.0,2991.0,12092.0,0.0,72.0,30.0,0.0,89,80.95298618205675,177.4284970776599,42.98305892944336,160.5,72.0,725.0,30.0,1835.0,50.75,746.25,16.5,1848.5,72.0,725.0,30.0,1835.0,3143.0,11.0,1146.0,25.0,3623.0,11.0
241,0.8681944640497224,0.0,68082.58197311079,17,54358.20845352047,54725.02484938169,-0.20158421026116136,-0.1961963946814571,-0.19688506441166054,1.7845034980011227,149,75,0.0020188038834258945,0.1709149522697876,0.07378357788521439,366.8163958612622,435632.79172252456,61029.97167146075,217.8163958612623,149.0,1586.0,6982.0,0.0,40.0,17.0,0.0,53,80.59626629812678,162.7063839427687,49.5,141.34344482421875,40.0,206.0,17.0,638.0,27.75,218.25,11.75,643.25,40.0,206.0,17.0,638.0,1792.0,3.0,601.0,15.0,2639.0,6.0
242,0.8934483332202656,0.0,73525.27036202133,15,60498.61107042236,60965.3823554482,-0.17717254526856863,-0.1708240982281488,-0.17145923242364391,2.1595372896761766,185,94,0.0024130433581898134,0.1889311862623927,0.10828953772189445,466.77128502587817,563542.5700517563,65238.80980729207,281.77128502587817,185.0,1583.0,5965.0,0.0,59.0,17.0,0.0,72,57.37871172522251,126.2895883854123,33.0,116.0,59.0,312.0,17.0,691.0,40.5,330.5,14.25,693.75,59.0,312.0,17.0,691.0,1440.0,3.0,751.0,33.0,2106.0,5.0
243,0.8266904543593623,0.0,185846.80099962946,15,148418.0749669516,149104.4138047591,-0.2013955894390267,-0.19770255391667257,-0.19828303029913608,1.592246414091458,146,72,0.0028029908461270443,0.17888637548703815,0.09528496276600125,686.3388378074968,1080677.675614994,169678.14561410598,540.338837807497,146.0,1871.0,5689.0,0.0,43.0,16.0,0.0,56,91.49195925083613,140.75943026586307,53.0,133.7347412109375,43.0,251.0,16.0,530.0,29.0,265.0,10.0,536.0,43.0,251.0,16.0,530.0,1428.0,5.0,873.0,21.0,1629.0,2.0
244,0.8736800702087918,0.0,89737.06897674594,17,78153.80536907612,78613.86277539804,-0.12908003057990958,-0.12395330411594252,-0.12448333422962099,1.812408546161874,154,73,0.002413347334239223,0.17554839329771746,0.08363322132736381,460.05740632198587,612114.8126439713,84433.88963545815,306.05740632198564,154.0,1995.0,6573.0,0.0,58.0,6.0,0.0,58,83.19535208963266,185.39365895475404,45.5,180.24542236328125,58.0,334.0,6.0,588.0,35.5,356.5,5.25,588.75,58.0,334.0,6.0,588.0,1664.0,1.0,905.0,22.0,1827.0,1.0
245,0.8080316396764695,0.0,46619.75998033736,14,39906.7737852035,40231.50907761535,-0.14399443922416533,-0.13702882437439312,-0.13765744725586093,2.135312770779621,141,72,0.0022948501735873153,0.17130257770949361,0.09143577055349028,324.73529241187816,367470.5848237565,43023.03974531912,183.73529241187825,141.0,1699.0,5357.0,0.0,39.0,16.0,0.0,54,70.45527291141126,145.24526919794113,47.0,146.0,39.0,197.0,16.0,504.0,31.75,204.25,10.75,509.25,39.0,197.0,16.0,504.0,1302.0,6.0,742.0,10.0,1595.0,4.0
246,0.7410492738474609,0.0,11625.19324630222,15,9495.799944349246,9760.745541750966,-0.1831705724659931,-0.16037993219117486,-0.16286838164454132,2.656480236514393,208,96,0.007348080998477453,0.17154502562986548,0.09196475399745553,264.945597401727,113891.19480345391,10718.24224757759,56.94559740172696,208.0,1805.0,5718.0,0.0,66.0,31.0,0.0,92,70.60640211543384,93.3134124006874,39.5,67.0,66.0,339.0,31.0,941.0,44.25,360.75,22.25,949.75,66.0,339.0,31.0,941.0,1368.0,5.0,707.0,26.0,1904.0,10.0
